W0217 20:17:05.146739  3318 device_context.cc:262] Please NOTE: device: 0, CUDA Capability: 70, Driver API Version: 9.2, Runtime API Version: 9.0
W0217 20:17:05.146880  3318 device_context.cc:270] device: 0, cuDNN Version: 7.0.
-----------  Configuration Arguments -----------
batch_size: 16
checkpoint: None
class_dim: 1000
data_dir: /data/pzl/imagenet
enable_ce: False
fp16: False
image_shape: 3,224,224
l2_decay: 0.0001
lr: 0.1
lr_strategy: piecewise_decay
model: SE_ResNeXt50_32x4d
model_category: models
model_save_dir: output
momentum_rate: 0.9
num_epochs: 100
pretrained_model: None
scale_loss: 1.0
total_images: 1281167
use_gpu: True
with_mem_opt: True
------------------------------------------------
Pass 0, trainbatch 0, loss 6.95428943634,                         acc1 0.0, acc5 0.0, lr0.10000, time 1.38 sec
Pass 0, trainbatch 2250, loss 6.81846523285,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2260, loss 6.85426139832,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2270, loss 6.78936910629,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2280, loss 6.8801445961,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2290, loss 6.73344707489,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.26 sec
Pass 0, trainbatch 2300, loss 6.89841365814,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2310, loss 7.01283025742,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2320, loss 6.80456495285,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2330, loss 6.73829603195,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2340, loss 6.65505552292,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2350, loss 6.79128026962,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2360, loss 6.78203201294,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 2370, loss 7.00838184357,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2380, loss 6.85130214691,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 2390, loss 6.91742515564,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2400, loss 6.67305135727,                         acc1 0.125, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2410, loss 6.79209947586,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 2420, loss 7.06757116318,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2430, loss 7.01282310486,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2440, loss 6.4902715683,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2450, loss 6.59251117706,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2460, loss 6.79555225372,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2470, loss 6.87387180328,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2480, loss 6.76758384705,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2490, loss 6.95254516602,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2500, loss 6.79917669296,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2510, loss 6.89773511887,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2520, loss 6.43415021896,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2530, loss 6.68999481201,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 2540, loss 6.86585712433,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2550, loss 6.85657644272,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2560, loss 6.89504718781,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2570, loss 6.81097221375,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2580, loss 7.06327629089,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2590, loss 6.79212427139,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2600, loss 6.76612091064,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 2610, loss 6.83201694489,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2620, loss 6.98612642288,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2630, loss 6.87820339203,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2640, loss 6.94816207886,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 2650, loss 6.69665670395,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2660, loss 6.92710113525,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2670, loss 6.99729442596,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2680, loss 6.75669145584,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.25 sec
Pass 0, trainbatch 2690, loss 6.81968975067,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 2700, loss 6.83409690857,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.32 sec
Pass 0, trainbatch 2710, loss 6.84681415558,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2720, loss 6.69355249405,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2730, loss 7.037981987,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2740, loss 6.81211185455,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2750, loss 6.79818248749,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2760, loss 6.81731128693,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2770, loss 6.60244131088,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2780, loss 6.87272930145,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2790, loss 6.86413145065,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2800, loss 7.06626462936,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2810, loss 6.69420433044,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.27 sec
Pass 0, trainbatch 2820, loss 6.73661136627,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2830, loss 6.55151939392,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2840, loss 6.86599254608,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2850, loss 6.78779554367,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 2860, loss 6.87022972107,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2870, loss 6.59640216827,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2880, loss 6.49610328674,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.33 sec
Pass 0, trainbatch 2890, loss 6.98462963104,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2900, loss 6.74034166336,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.25 sec
Pass 0, trainbatch 2910, loss 6.77064323425,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2920, loss 6.75333499908,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2930, loss 6.91872882843,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2940, loss 6.57030963898,                         acc1 0.125, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 2950, loss 6.71754932404,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.29 sec
Pass 0, trainbatch 2960, loss 6.81460046768,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2970, loss 6.85214853287,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 2980, loss 6.67058134079,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 2990, loss 6.99281549454,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3000, loss 6.83813762665,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3010, loss 6.77483129501,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3020, loss 6.65958738327,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3030, loss 6.88210630417,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3040, loss 6.80704402924,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3050, loss 6.83619308472,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3060, loss 6.86285591125,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3070, loss 6.95344638824,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3080, loss 6.88424110413,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3090, loss 6.86754989624,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3100, loss 6.87995958328,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3110, loss 6.88028430939,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3120, loss 6.97699117661,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3130, loss 6.98279333115,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3140, loss 6.80302906036,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3150, loss 6.66475772858,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.27 sec
Pass 0, trainbatch 3160, loss 6.61768388748,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.28 sec
Pass 0, trainbatch 3170, loss 6.63665771484,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3180, loss 6.75078678131,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 3190, loss 6.63362646103,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 3200, loss 6.83282899857,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3210, loss 6.70030975342,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.29 sec
Pass 0, trainbatch 3220, loss 6.72586154938,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3230, loss 6.52586936951,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3240, loss 6.90778875351,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3250, loss 6.66913461685,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3260, loss 6.7386431694,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3270, loss 6.81378650665,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3280, loss 6.87568330765,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3290, loss 6.76357650757,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3300, loss 6.84210586548,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3310, loss 6.97163152695,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3320, loss 6.56660747528,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3330, loss 7.05811691284,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3340, loss 6.86520910263,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3350, loss 6.84762811661,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3360, loss 6.7281961441,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3370, loss 6.63784790039,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3380, loss 6.77414226532,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3390, loss 6.80656147003,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3400, loss 6.98781442642,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3410, loss 6.66148090363,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3420, loss 6.81404876709,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3430, loss 6.8199839592,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3440, loss 6.89387130737,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.30 sec
Pass 0, trainbatch 3450, loss 6.69294548035,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3460, loss 6.57763957977,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3470, loss 6.64402484894,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3480, loss 6.75755023956,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3490, loss 6.77518844604,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3500, loss 6.9132771492,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3510, loss 6.89298725128,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3520, loss 6.74556350708,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3530, loss 6.82534265518,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3540, loss 6.76616001129,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3550, loss 6.63816404343,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3560, loss 6.63058996201,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3570, loss 6.94693803787,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3580, loss 6.96172571182,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 3590, loss 6.80305576324,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3600, loss 6.76264381409,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3610, loss 6.72693347931,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3620, loss 6.25522375107,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3630, loss 6.99595546722,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3640, loss 6.76533746719,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3650, loss 6.38019275665,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3660, loss 6.45962619781,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3670, loss 6.44750976562,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3680, loss 6.94034719467,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 3690, loss 6.89786720276,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3700, loss 6.82151699066,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.30 sec
Pass 0, trainbatch 3710, loss 6.77888393402,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3720, loss 6.56102085114,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3730, loss 6.6935544014,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3740, loss 6.81827926636,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3750, loss 6.7773065567,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3760, loss 6.84436273575,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3770, loss 6.70026683807,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3780, loss 6.65462589264,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3790, loss 6.83741235733,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3800, loss 6.95511388779,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3810, loss 6.79389953613,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3820, loss 6.80674314499,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3830, loss 6.62727022171,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3840, loss 6.9955663681,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3850, loss 6.96953725815,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3860, loss 6.70318031311,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3870, loss 6.89387607574,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3880, loss 6.62319087982,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3890, loss 6.66739702225,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3900, loss 6.84150981903,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 3910, loss 6.92714214325,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3920, loss 6.98760938644,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 3930, loss 6.75899028778,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3940, loss 6.48076725006,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.25 sec
Pass 0, trainbatch 3950, loss 7.18658494949,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3960, loss 6.84549856186,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.28 sec
Pass 0, trainbatch 3970, loss 6.60580968857,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 3980, loss 6.94738864899,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 3990, loss 6.63599967957,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 4000, loss 6.58238744736,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 4010, loss 6.78550338745,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4020, loss 6.86101865768,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4030, loss 6.86578559875,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4040, loss 6.46951246262,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4050, loss 6.87771606445,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4060, loss 6.93289089203,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4070, loss 6.73886489868,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4080, loss 6.66857719421,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4090, loss 6.68177986145,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 4100, loss 6.51927709579,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4110, loss 6.56360530853,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4120, loss 6.8276052475,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4130, loss 6.24220275879,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4140, loss 6.92535018921,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4150, loss 6.83848142624,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4160, loss 6.62937450409,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 4170, loss 6.85627508163,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.25 sec
Pass 0, trainbatch 4180, loss 6.80221557617,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 4190, loss 6.86347532272,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4200, loss 6.70413923264,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4210, loss 6.7315826416,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 4220, loss 6.97019577026,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 4230, loss 6.92389011383,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4240, loss 6.9015045166,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4250, loss 6.43763828278,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 4260, loss 6.81873321533,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4270, loss 6.91542959213,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4280, loss 6.7950553894,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4290, loss 6.78851127625,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.21 sec
Pass 0, trainbatch 4300, loss 6.89128923416,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4310, loss 6.73967456818,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4320, loss 6.71150112152,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4330, loss 6.90758275986,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4340, loss 6.65258073807,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.30 sec
Pass 0, trainbatch 4350, loss 6.95113897324,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4360, loss 6.92526054382,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4370, loss 6.64141464233,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4380, loss 5.99166870117,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4390, loss 6.65120363235,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4400, loss 6.93723487854,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4410, loss 6.4244017601,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4420, loss 6.86574459076,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4430, loss 6.7409734726,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.31 sec
Pass 0, trainbatch 4440, loss 6.43020820618,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4450, loss 6.98490619659,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 4460, loss 6.88411235809,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4470, loss 6.55357933044,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.28 sec
Pass 0, trainbatch 4480, loss 6.82593631744,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 4490, loss 6.62410783768,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 4500, loss 6.5896062851,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 4510, loss 6.56826114655,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.27 sec
Pass 0, trainbatch 4520, loss 6.92129325867,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 4530, loss 6.10313129425,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
