W0217 10:44:43.441550  3109 device_context.cc:262] Please NOTE: device: 0, CUDA Capability: 70, Driver API Version: 9.2, Runtime API Version: 9.0
W0217 10:44:43.441632  3109 device_context.cc:270] device: 0, cuDNN Version: 7.0.
-----------  Configuration Arguments -----------
batch_size: 16
checkpoint: None
class_dim: 1000
data_dir: /data/pzl/imagenet
enable_ce: False
fp16: False
image_shape: 3,224,224
l2_decay: 0.0001
lr: 0.1
lr_strategy: piecewise_decay
model: SE_ResNeXt50_32x4d
model_category: models
model_save_dir: output
momentum_rate: 0.9
num_epochs: 1
pretrained_model: None
scale_loss: 1.0
total_images: 1281167
use_gpu: True
with_mem_opt: True
------------------------------------------------
Pass 0, trainbatch 0, loss 6.80472278595,                         acc1 0.0, acc5 0.0, lr0.10000, time 1.58 sec
Pass 0, trainbatch 17500, loss 5.51486063004,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.23 sec
Pass 0, trainbatch 17510, loss 5.48612499237,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.24 sec
Pass 0, trainbatch 17520, loss 5.09692144394,                         acc1 0.125, acc5 0.3125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17530, loss 5.89638471603,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17540, loss 6.07906341553,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17550, loss 5.72446203232,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 17560, loss 5.55159187317,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.30 sec
Pass 0, trainbatch 17570, loss 5.58092689514,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.21 sec
Pass 0, trainbatch 17580, loss 6.11102771759,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17590, loss 5.41037893295,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.29 sec
Pass 0, trainbatch 17600, loss 5.9564371109,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17610, loss 5.67515087128,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17620, loss 5.90863990784,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 17630, loss 5.98818016052,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 17640, loss 5.81551361084,                         acc1 0.125, acc5 0.125, lr0.10000, time 0.26 sec
Pass 0, trainbatch 17650, loss 5.67551708221,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.28 sec
Pass 0, trainbatch 17660, loss 5.94981813431,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 17670, loss 5.27320957184,                         acc1 0.125, acc5 0.25, lr0.10000, time 0.24 sec
Pass 0, trainbatch 17680, loss 5.83974695206,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.21 sec
Pass 0, trainbatch 17690, loss 5.71814584732,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17700, loss 5.46476316452,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17710, loss 5.53987503052,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17720, loss 5.71182394028,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17730, loss 6.33198213577,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 17740, loss 5.62933254242,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.21 sec
Pass 0, trainbatch 17750, loss 5.47110462189,                         acc1 0.0, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17760, loss 5.33547878265,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17770, loss 5.86281204224,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17780, loss 5.23490715027,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17790, loss 6.07657051086,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17800, loss 6.34088516235,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17810, loss 6.28950071335,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17820, loss 5.26311397552,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.28 sec
Pass 0, trainbatch 17830, loss 5.87067937851,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17840, loss 5.68969774246,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 17850, loss 6.56525707245,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 17860, loss 6.00665807724,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 17870, loss 6.46771526337,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.24 sec
Pass 0, trainbatch 17880, loss 6.01834869385,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 17890, loss 5.47353935242,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.28 sec
Pass 0, trainbatch 17900, loss 6.23972606659,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.29 sec
Pass 0, trainbatch 17910, loss 5.55028867722,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.25 sec
Pass 0, trainbatch 17920, loss 5.33529376984,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.25 sec
Pass 0, trainbatch 17930, loss 5.28847408295,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17940, loss 5.15266752243,                         acc1 0.0, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17950, loss 5.39749383926,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.26 sec
Pass 0, trainbatch 17960, loss 5.7301697731,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 17970, loss 6.13708019257,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 17980, loss 5.80599737167,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.21 sec
Pass 0, trainbatch 17990, loss 5.52875137329,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18000, loss 5.87415552139,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.83 sec
Pass 0, trainbatch 18010, loss 5.66398286819,                         acc1 0.125, acc5 0.125, lr0.10000, time 0.28 sec
Pass 0, trainbatch 18020, loss 5.82576799393,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18030, loss 6.10263204575,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.35 sec
Pass 0, trainbatch 18040, loss 5.73429775238,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.42 sec
Pass 0, trainbatch 18050, loss 5.41294670105,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.21 sec
Pass 0, trainbatch 18060, loss 6.27543830872,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18070, loss 6.18995714188,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18080, loss 5.79916286469,                         acc1 0.0, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18090, loss 5.24102783203,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18100, loss 5.82704114914,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.26 sec
Pass 0, trainbatch 18110, loss 5.97175693512,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.25 sec
Pass 0, trainbatch 18120, loss 6.37943601608,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 18130, loss 5.26680278778,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.30 sec
Pass 0, trainbatch 18140, loss 5.84754562378,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18150, loss 5.84387731552,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18160, loss 6.02434301376,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18170, loss 5.9829120636,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18180, loss 5.67209291458,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18190, loss 5.72835159302,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.28 sec
Pass 0, trainbatch 18200, loss 5.72406005859,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18210, loss 5.69937801361,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18220, loss 5.84700679779,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.21 sec
Pass 0, trainbatch 18230, loss 6.19449806213,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18240, loss 5.70369529724,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18250, loss 5.61347866058,                         acc1 0.125, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18260, loss 5.83561420441,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.21 sec
Pass 0, trainbatch 18270, loss 6.10540866852,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18280, loss 6.07221698761,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18290, loss 6.04260253906,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.21 sec
Pass 0, trainbatch 18300, loss 5.96518039703,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18310, loss 5.87926006317,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.27 sec
Pass 0, trainbatch 18320, loss 6.01932239532,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18330, loss 6.0224647522,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18340, loss 6.1140499115,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18350, loss 5.64436197281,                         acc1 0.1875, acc5 0.3125, lr0.10000, time 0.28 sec
Pass 0, trainbatch 18360, loss 5.03494501114,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.28 sec
Pass 0, trainbatch 18370, loss 5.47218894958,                         acc1 0.0, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18380, loss 5.92340373993,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18390, loss 5.87642860413,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18400, loss 5.7126455307,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18410, loss 5.51598644257,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18420, loss 5.58771896362,                         acc1 0.0, acc5 0.25, lr0.10000, time 0.31 sec
Pass 0, trainbatch 18430, loss 5.38359975815,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18440, loss 6.07967996597,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18450, loss 5.88024425507,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18460, loss 5.49828481674,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18470, loss 5.52610969543,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.21 sec
Pass 0, trainbatch 18480, loss 5.57967662811,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18490, loss 6.55375623703,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18500, loss 5.49217367172,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18510, loss 5.6811208725,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.25 sec
Pass 0, trainbatch 18520, loss 5.54977273941,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18530, loss 5.66010189056,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.25 sec
Pass 0, trainbatch 18540, loss 6.08537912369,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18550, loss 5.91316461563,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18560, loss 5.77644300461,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18570, loss 4.80701971054,                         acc1 0.0, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18580, loss 5.92439556122,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.21 sec
Pass 0, trainbatch 18590, loss 5.7884683609,                         acc1 0.0625, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18600, loss 5.68536329269,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18610, loss 5.77583694458,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.25 sec
Pass 0, trainbatch 18620, loss 5.77633714676,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.26 sec
Pass 0, trainbatch 18630, loss 6.12255382538,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18640, loss 6.20761489868,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18650, loss 5.69906425476,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.29 sec
Pass 0, trainbatch 18660, loss 6.21088695526,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.26 sec
Pass 0, trainbatch 18670, loss 5.49661827087,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.26 sec
Pass 0, trainbatch 18680, loss 6.30825710297,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.27 sec
Pass 0, trainbatch 18690, loss 6.15533208847,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18700, loss 5.98391914368,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18710, loss 5.92830085754,                         acc1 0.125, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18720, loss 4.91421031952,                         acc1 0.125, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18730, loss 6.08871173859,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18740, loss 6.1906914711,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18750, loss 5.23958110809,                         acc1 0.0625, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18760, loss 5.58808040619,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18770, loss 5.44005155563,                         acc1 0.0625, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18780, loss 6.16988801956,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18790, loss 6.21369743347,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18800, loss 6.14596605301,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18810, loss 6.04236698151,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18820, loss 5.66784238815,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18830, loss 5.47567605972,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18840, loss 5.81905412674,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18850, loss 5.79387187958,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18860, loss 5.94692230225,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18870, loss 5.41603851318,                         acc1 0.25, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18880, loss 6.12803554535,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.25 sec
Pass 0, trainbatch 18890, loss 5.7887263298,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.28 sec
Pass 0, trainbatch 18900, loss 5.79154014587,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18910, loss 6.45350170135,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18920, loss 5.70257949829,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.30 sec
Pass 0, trainbatch 18930, loss 5.36890935898,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18940, loss 5.66416072845,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 18950, loss 6.26393985748,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18960, loss 5.50082302094,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18970, loss 6.11924648285,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 18980, loss 5.82935380936,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 18990, loss 5.83661937714,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19000, loss 5.51327085495,                         acc1 0.125, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19010, loss 6.0048251152,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19020, loss 6.33452987671,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19030, loss 5.8295211792,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19040, loss 5.12280750275,                         acc1 0.0, acc5 0.25, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19050, loss 6.32863426208,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19060, loss 5.37896490097,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19070, loss 5.70137691498,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19080, loss 6.06531190872,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19090, loss 5.74855566025,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19100, loss 5.36289978027,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19110, loss 5.57653617859,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19120, loss 6.08725357056,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19130, loss 5.91314029694,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19140, loss 5.8796339035,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19150, loss 6.18370437622,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19160, loss 5.73550510406,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.26 sec
Pass 0, trainbatch 19170, loss 5.66731309891,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19180, loss 6.09537315369,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.26 sec
Pass 0, trainbatch 19190, loss 5.55100011826,                         acc1 0.0, acc5 0.25, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19200, loss 5.66355323792,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19210, loss 4.75309896469,                         acc1 0.1875, acc5 0.4375, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19220, loss 5.73147392273,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.29 sec
Pass 0, trainbatch 19230, loss 6.0514383316,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19240, loss 6.18890476227,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19250, loss 5.78890037537,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19260, loss 5.72742938995,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19270, loss 5.70580244064,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19280, loss 5.49534273148,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19290, loss 5.45521640778,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19300, loss 5.52132701874,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.29 sec
Pass 0, trainbatch 19310, loss 5.58537530899,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19320, loss 5.76125335693,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19330, loss 5.61881542206,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19340, loss 5.9711689949,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19350, loss 5.71230506897,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19360, loss 5.29821443558,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19370, loss 4.95968055725,                         acc1 0.0625, acc5 0.3125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19380, loss 5.99583339691,                         acc1 0.125, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19390, loss 5.74109172821,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.27 sec
Pass 0, trainbatch 19400, loss 5.21276330948,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19410, loss 6.08426380157,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19420, loss 6.1307053566,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19430, loss 6.43124103546,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19440, loss 5.78468608856,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.28 sec
Pass 0, trainbatch 19450, loss 5.66655349731,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19460, loss 6.15736579895,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19470, loss 5.51721811295,                         acc1 0.125, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19480, loss 5.65191888809,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19490, loss 6.0176448822,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19500, loss 4.85460186005,                         acc1 0.0625, acc5 0.25, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19510, loss 6.15572404861,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19520, loss 5.64156627655,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19530, loss 5.82972240448,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19540, loss 6.05927324295,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19550, loss 5.7598028183,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19560, loss 5.82310676575,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19570, loss 5.55739307404,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19580, loss 5.90355396271,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19590, loss 5.74888420105,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19600, loss 5.53200531006,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19610, loss 5.71509647369,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19620, loss 5.75289678574,                         acc1 0.0, acc5 0.1875, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19630, loss 5.30623054504,                         acc1 0.0625, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19640, loss 5.89961051941,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19650, loss 6.1514673233,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19660, loss 5.87468194962,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19670, loss 6.08127880096,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19680, loss 5.79536104202,                         acc1 0.0, acc5 0.125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19690, loss 6.26846504211,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.25 sec
Pass 0, trainbatch 19700, loss 5.29792928696,                         acc1 0.125, acc5 0.125, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19710, loss 4.7523727417,                         acc1 0.0625, acc5 0.3125, lr0.10000, time 0.26 sec
Pass 0, trainbatch 19720, loss 5.48357820511,                         acc1 0.125, acc5 0.3125, lr0.10000, time 0.24 sec
Pass 0, trainbatch 19730, loss 6.37118434906,                         acc1 0.0, acc5 0.0, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19740, loss 5.70038843155,                         acc1 0.0625, acc5 0.1875, lr0.10000, time 0.23 sec
Pass 0, trainbatch 19750, loss 5.34827327728,                         acc1 0.0, acc5 0.0625, lr0.10000, time 0.22 sec
Pass 0, trainbatch 19760, loss 5.78647327423,                         acc1 0.0625, acc5 0.0625, lr0.10000, time 0.22 sec
